suj,bloc,cue,attend,correct,rt
p009,jit-fix,pre,second,1,0.617225885391235
p009,jit-fix,retro,first,0,0.617010116577148
p009,jit-fix,retro,second,1,0.463047027587891
p009,jit-fix,retro,first,0,0.598881006240845
p009,jit-fix,retro,second,1,0.525574922561646
p009,jit-fix,pre,first,1,1.23302292823792
p009,jit-fix,pre,first,1,0.804524898529053
p009,jit-fix,retro,second,0,0.644285917282104
p009,jit-fix,pre,first,1,0.738718032836914
p009,jit-fix,retro,second,1,0.433428049087524
p009,jit-fix,pre,second,1,0.41247296333313
p009,jit-fix,retro,first,1,0.411300182342529
p009,jit-fix,pre,second,0,0.577377080917358
p009,jit-fix,pre,first,1,0.780550003051758
p009,jit-fix,pre,first,1,0.494447946548462
p009,jit-fix,retro,first,1,0.621560096740723
p009,fix-fix,retro,second,1,0.397708892822266
p009,fix-fix,pre,second,1,0.551851034164429
p009,fix-fix,pre,first,0,0.433964014053345
p009,fix-fix,pre,second,1,0.419716119766235
p009,fix-fix,pre,second,1,0.513993978500366
p009,fix-fix,pre,first,1,0.45045804977417
p009,fix-fix,retro,first,1,0.508654832839966
p009,fix-fix,pre,first,1,0.518481016159058
p009,fix-fix,retro,second,1,0.398576974868774
p009,fix-fix,retro,second,0,0.532119989395142
p009,fix-fix,pre,first,1,0.477503061294556
p009,fix-fix,retro,second,1,0.489389896392822
p009,fix-fix,retro,second,1,0.43024206161499
p009,fix-fix,retro,first,1,0.377638101577759
p009,fix-fix,pre,second,0,0.842047214508057
p009,fix-fix,retro,second,1,0.450557947158813
p009,fix-fix,retro,first,1,0.463538885116577
p009,fix-fix,retro,second,1,0.382027149200439
p009,fix-fix,pre,first,0,0.482348203659058
p009,fix-fix,pre,second,1,0.448808193206787
p009,fix-fix,retro,second,0,0.377179145812988
p009,fix-fix,retro,first,1,0.458832979202271
p009,fix-fix,retro,first,1,0.549973011016846
p009,fix-fix,retro,first,0,0.614742040634155
p009,fix-fix,pre,first,0,0.781061887741089
p009,fix-fix,pre,first,1,0.61390495300293
p009,fix-fix,pre,second,0,0.398715972900391
p009,fix-fix,retro,first,1,0.640728950500488
p009,fix-fix,retro,first,1,0.800945043563843
p009,fix-fix,pre,second,1,0.363263130187988
p009,fix-fix,pre,second,0,0.488940954208374
p009,fix-fix,retro,first,1,0.511409044265747
p009,fix-fix,pre,second,1,0.37345814704895
p009,fix-fix,retro,second,0,0.578920125961304
p009,fix-fix,pre,first,1,0.42077898979187
p009,fix-fix,retro,second,1,0.714834928512573
p009,fix-fix,pre,first,1,0.52911114692688
p009,fix-fix,pre,second,1,0.501832008361816
p009,fix-fix,retro,first,1,0.343518972396851
p009,fix-fix,pre,second,1,0.432767152786255
p009,fix-fix,retro,first,1,0.674581050872803
p009,fix-fix,retro,second,1,0.493548154830933
p009,fix-fix,retro,first,1,0.431485891342163
p009,fix-fix,pre,first,0,0.409327983856201
p009,fix-fix,pre,first,1,0.811197996139526
p009,fix-fix,pre,first,1,0.611282825469971
p009,fix-fix,pre,first,1,0.512995004653931
p009,fix-fix,pre,second,0,0.880453109741211
p009,fix-fix,pre,first,1,1.33508014678955
p009,fix-fix,pre,second,1,0.589968919754028
p009,fix-fix,pre,first,1,0.45051908493042
p009,fix-fix,retro,second,1,0.482244968414307
p009,fix-fix,pre,second,1,0.589138984680176
p009,fix-fix,pre,second,1,0.53875207901001
p009,fix-fix,retro,first,1,0.580443143844604
p009,fix-fix,retro,first,0,0.379014015197754
p009,fix-fix,retro,first,1,0.409833192825317
p009,fix-fix,retro,second,0,0.543991088867188
p009,fix-fix,retro,second,1,0.902995109558105
p009,fix-fix,retro,second,1,0.362378835678101
p009,fix-fix,retro,first,1,0.391355991363525
p009,fix-fix,retro,second,1,0.740946054458618
p009,fix-fix,pre,second,1,0.6753089427948
p009,fix-fix,pre,first,1,0.402858018875122
p009,fix-jit,retro,second,1,0.432924032211304
p009,fix-jit,pre,first,1,0.493832111358643
p009,fix-jit,pre,second,0,0.382353067398071
p009,fix-jit,pre,second,1,0.561305999755859
p009,fix-jit,pre,second,0,0.424812078475952
p009,fix-jit,retro,second,1,0.487661838531494
p009,fix-jit,pre,second,0,0.631805181503296
p009,fix-jit,pre,first,0,0.372562885284424
p009,fix-jit,pre,first,1,0.481419086456299
p009,fix-jit,retro,first,0,0.490714073181152
p009,fix-jit,retro,second,0,0.350699901580811
p009,fix-jit,retro,second,1,0.363014936447144
p009,fix-jit,pre,second,1,0.350052833557129
p009,fix-jit,pre,second,0,0.397144079208374
p009,fix-jit,retro,first,0,0.480578184127808
p009,fix-jit,retro,second,0,0.417257070541382
p009,fix-jit,pre,first,1,0.369732141494751
p009,fix-jit,pre,first,1,0.41344690322876
p009,fix-jit,pre,second,0,0.338034868240356
p009,fix-jit,retro,second,1,0.589538097381592
p009,fix-jit,retro,second,1,0.638740062713623
p009,fix-jit,retro,first,0,0.427833080291748
p009,fix-jit,pre,first,1,0.391960144042969
p009,fix-jit,retro,second,1,0.42526912689209
p009,fix-jit,pre,second,1,0.821913957595825
p009,fix-jit,retro,first,1,0.374011039733887
p009,fix-jit,pre,first,0,0.437695026397705
p009,fix-jit,pre,first,1,0.348253011703491
p009,fix-jit,retro,first,1,0.356817007064819
p009,fix-jit,pre,first,0,0.630378007888794
p009,fix-jit,pre,first,1,0.670951843261719
p009,fix-jit,pre,second,1,0.399641990661621
p009,fix-jit,retro,second,0,0.828590154647827
p009,fix-jit,retro,first,1,0.427443981170654
p009,fix-jit,retro,first,0,0.477418899536133
p009,fix-jit,pre,first,1,0.457230091094971
p009,fix-jit,retro,first,1,0.470123052597046
p009,fix-jit,retro,first,1,0.367704153060913
p009,fix-jit,retro,second,1,0.473201036453247
p009,fix-jit,retro,second,1,0.371752977371216
p009,fix-jit,retro,first,1,0.701502799987793
p009,fix-jit,pre,first,1,0.429271936416626
p009,fix-jit,retro,second,1,0.434651851654053
p009,fix-jit,retro,first,0,0.613330125808716
p009,fix-jit,pre,second,1,0.44945216178894
p009,fix-jit,pre,first,1,0.509577989578247
p009,fix-jit,pre,second,1,0.458762884140015
p009,fix-jit,pre,second,1,0.778532981872559
p009,fix-jit,retro,first,1,0.477349042892456
p009,fix-jit,retro,first,1,0.636633157730103
p009,fix-jit,pre,second,1,0.480840921401978
p009,fix-jit,retro,second,1,0.528635025024414
p009,fix-jit,retro,first,1,0.477499961853027
p009,fix-jit,pre,first,1,0.495193004608154
p009,fix-jit,retro,first,1,0.544257164001465
p009,fix-jit,retro,second,0,0.535883903503418
p009,fix-jit,pre,second,0,0.637969970703125
p009,fix-jit,retro,second,1,0.356574058532715
p009,fix-jit,retro,second,1,0.42532205581665
p009,fix-jit,pre,second,1,0.363501071929932
p009,fix-jit,pre,first,1,0.411796808242798
p009,fix-jit,pre,second,1,0.362454175949097
p009,fix-jit,pre,first,1,0.493081092834473
p009,fix-jit,retro,first,0,0.35673999786377
p011,fix-jit,pre,second,1,0.532324075698853
p011,fix-jit,retro,second,1,1.261146068573
p011,fix-jit,pre,first,1,1.76414108276367
p011,fix-jit,retro,first,1,0.54144811630249
p011,fix-jit,retro,first,1,0.381964921951294
p011,fix-jit,retro,second,0,0.531107902526855
p011,fix-jit,retro,first,0,0.483466863632202
p011,fix-jit,retro,second,1,0.430413007736206
p011,fix-jit,pre,second,1,0.438263893127441
p011,fix-jit,pre,second,1,0.582615852355957
p011,fix-jit,retro,second,0,0.652902126312256
p011,fix-jit,pre,first,1,0.921515941619873
p011,fix-jit,pre,first,1,0.610050916671753
p011,fix-jit,retro,second,0,0.953803062438965
p011,fix-jit,pre,second,1,0.758928060531616
p011,fix-jit,pre,second,0,1.17740607261658
p011,fix-jit,retro,first,1,0.662822961807251
p011,fix-jit,retro,second,1,0.599397897720337
p011,fix-jit,pre,first,1,0.571042060852051
p011,fix-jit,pre,second,0,0.639695167541504
p011,fix-jit,pre,second,1,0.623699903488159
p011,fix-jit,pre,second,1,1.08714604377747
p011,fix-jit,pre,second,1,0.56581711769104
p011,fix-jit,retro,first,1,0.413736820220947
p011,fix-jit,pre,first,1,1.05271911621094
p011,fix-jit,pre,first,1,0.462358951568604
p011,fix-jit,retro,first,1,0.65172004699707
p011,fix-jit,pre,second,1,0.69893217086792
p011,fix-jit,retro,first,1,0.448431968688965
p011,fix-jit,retro,second,1,0.592225074768066
p011,fix-jit,pre,second,1,1.16787910461426
p011,fix-jit,retro,second,1,0.503556966781616
p011,fix-jit,retro,second,1,0.422590970993042
p011,fix-jit,pre,first,1,0.557636022567749
p011,fix-jit,retro,first,1,0.57879114151001
p011,fix-jit,retro,second,1,0.698627948760986
p011,fix-jit,retro,first,1,0.641804933547974
p011,fix-jit,pre,first,0,1.00221109390259
p011,fix-jit,retro,second,1,0.912711143493652
p011,fix-jit,retro,first,1,0.879618167877197
p011,fix-jit,pre,first,1,0.552076101303101
p011,fix-jit,retro,first,1,0.42902684211731
p011,fix-jit,retro,second,1,0.432944059371948
p011,fix-jit,retro,second,1,0.399415969848633
p011,fix-jit,retro,first,1,0.529100179672241
p011,fix-jit,pre,second,1,0.543399095535278
p011,fix-jit,retro,second,0,0.674680948257446
p011,fix-jit,retro,second,1,0.794455051422119
p011,fix-jit,pre,first,1,0.778954982757568
p011,fix-jit,pre,first,0,1.41394877433777
p011,fix-jit,pre,second,1,0.618541955947876
p011,fix-jit,retro,first,1,0.510640144348145
p011,fix-jit,pre,first,0,0.658543825149536
p011,fix-jit,retro,second,0,0.589926958084106
p011,fix-jit,retro,first,1,0.479403972625732
p011,fix-jit,pre,first,0,0.648513078689575
p011,fix-jit,retro,first,1,0.670665979385376
p011,fix-jit,pre,first,1,0.549921989440918
p011,fix-jit,pre,first,1,0.52393102645874
p011,fix-jit,pre,second,0,0.777469158172607
p011,fix-jit,pre,second,1,0.636913061141968
p011,fix-jit,retro,first,1,0.582005023956299
p011,fix-jit,pre,first,1,0.449195146560669
p011,fix-jit,pre,second,1,0.520149946212769
p011,fix-fix,pre,second,1,0.538125991821289
p011,fix-fix,retro,second,1,0.509498119354248
p011,fix-fix,pre,second,1,0.531300067901611
p011,fix-fix,pre,first,1,0.512327909469604
p011,fix-fix,pre,first,0,0.598023891448975
p011,fix-fix,retro,first,1,0.610314130783081
p011,fix-fix,pre,second,1,1.37132096290588
p011,fix-fix,pre,second,1,0.582738876342773
p011,fix-fix,pre,first,1,0.478351831436157
p011,fix-fix,pre,first,1,0.539175033569336
p011,fix-fix,pre,second,1,0.492918014526367
p011,fix-fix,pre,first,1,0.468863964080811
p011,fix-fix,retro,first,1,0.560261964797974
p011,fix-fix,pre,second,1,0.533981800079346
p011,fix-fix,retro,first,1,0.489600896835327
p011,fix-fix,retro,second,1,0.559731960296631
p011,fix-fix,pre,first,1,0.512506008148193
p011,fix-fix,pre,second,1,0.530210971832275
p011,fix-fix,retro,second,1,0.610749959945679
p011,fix-fix,pre,first,1,0.569636106491089
p011,fix-fix,retro,second,1,0.544684886932373
p011,fix-fix,pre,first,1,0.583554983139038
p011,fix-fix,pre,first,1,0.491173028945923
p011,fix-fix,retro,first,1,0.593511819839478
p011,fix-fix,retro,second,1,0.964868783950806
p011,fix-fix,pre,second,1,0.451601028442383
p011,fix-fix,retro,first,1,0.625218152999878
p011,fix-fix,retro,first,1,0.671401977539062
p011,fix-fix,retro,second,1,0.620253086090088
p011,fix-fix,retro,second,1,0.580383062362671
p011,fix-fix,retro,first,0,0.603641033172607
p011,fix-fix,retro,second,1,0.453268051147461
p011,fix-fix,retro,first,1,0.52042818069458
p011,fix-fix,pre,first,1,0.525605916976929
p011,fix-fix,pre,second,1,0.492995023727417
p011,fix-fix,retro,first,1,0.428558826446533
p011,fix-fix,retro,first,1,0.417983055114746
p011,fix-fix,pre,second,1,0.519958019256592
p011,fix-fix,retro,second,1,0.388108968734741
p011,fix-fix,retro,first,0,0.511430978775024
p011,fix-fix,pre,first,1,0.45883321762085
p011,fix-fix,pre,second,1,0.84064793586731
p011,fix-fix,pre,second,1,0.398735046386719
p011,fix-fix,retro,second,1,0.531306028366089
p011,fix-fix,pre,first,0,0.539556980133057
p011,fix-fix,pre,second,0,0.569534063339233
p011,fix-fix,retro,second,1,0.470260143280029
p011,fix-fix,pre,first,1,0.449106931686401
p011,fix-fix,pre,first,1,0.499104022979736
p011,fix-fix,retro,first,0,0.489477157592773
p011,fix-fix,retro,second,0,0.490709066390991
p011,fix-fix,pre,second,1,0.592514991760254
p011,fix-fix,retro,second,1,0.471177101135254
p011,fix-fix,retro,second,1,0.493993043899536
p011,fix-fix,retro,first,0,0.459100008010864
p011,fix-fix,pre,second,1,0.399994850158691
p011,fix-fix,retro,first,1,0.570471048355103
p011,fix-fix,retro,second,0,0.483901977539062
p011,fix-fix,pre,first,1,0.430446147918701
p011,fix-fix,retro,second,1,0.462544918060303
p011,fix-fix,retro,first,0,0.529365062713623
p011,fix-fix,pre,first,0,0.952420949935913
p011,fix-fix,retro,first,1,0.921992063522339
p011,fix-fix,pre,second,1,0.57309103012085
p011,jit-fix,retro,second,1,0.621646881103516
p011,jit-fix,retro,second,1,0.622375011444092
p011,jit-fix,retro,second,1,0.508708000183105
p011,jit-fix,pre,second,1,0.669111013412476
p011,jit-fix,pre,first,1,0.523299932479858
p011,jit-fix,retro,first,1,0.424651861190796
p011,jit-fix,pre,second,1,0.58566689491272
p011,jit-fix,retro,second,1,0.667900085449219
p011,jit-fix,pre,first,1,0.864190101623535
p011,jit-fix,pre,first,0,0.572729825973511
p011,jit-fix,retro,second,1,0.44411301612854
p011,jit-fix,retro,first,1,0.479976177215576
p011,jit-fix,pre,first,1,1.01499199867249
p011,jit-fix,retro,second,1,0.393893957138062
p011,jit-fix,pre,first,1,0.50965690612793
p011,jit-fix,retro,second,1,0.665874004364014
p011,jit-fix,retro,second,1,0.608609914779663
p011,jit-fix,retro,first,1,0.46715784072876
p011,jit-fix,pre,first,1,0.636703014373779
p011,jit-fix,retro,first,1,0.536962985992432
p011,jit-fix,pre,first,1,0.47578501701355
p011,jit-fix,retro,second,1,0.539109945297241
p011,jit-fix,pre,second,1,0.448961019515991
p011,jit-fix,retro,second,1,1.30935001373291
p011,jit-fix,pre,first,1,0.606653928756714
p011,jit-fix,pre,second,1,0.527315139770508
p011,jit-fix,pre,second,1,0.718578100204468
p011,jit-fix,retro,second,0,1.38731908798218
p011,jit-fix,pre,second,1,0.541995048522949
p011,jit-fix,pre,first,1,0.505203008651733
p011,jit-fix,pre,first,0,0.533897161483765
p011,jit-fix,pre,second,1,0.548388957977295
p011,jit-fix,pre,second,1,0.515920162200928
p011,jit-fix,pre,second,1,0.50904107093811
p011,jit-fix,retro,first,1,0.682612895965576
p011,jit-fix,pre,first,1,0.829947948455811
p011,jit-fix,retro,first,0,0.640542030334473
p011,jit-fix,retro,second,1,0.530067920684814
p011,jit-fix,retro,first,1,0.416684865951538
p011,jit-fix,retro,second,1,0.52764105796814
p011,jit-fix,retro,second,1,0.613168954849243
p011,jit-fix,pre,first,1,0.441105127334595
p011,jit-fix,pre,first,0,0.657508850097656
p011,jit-fix,pre,second,1,0.470429182052612
p011,jit-fix,pre,first,1,0.543232917785645
p011,jit-fix,pre,second,1,0.593194007873535
p011,jit-fix,retro,second,0,0.64167594909668
p011,jit-fix,retro,first,1,0.550981998443604
p011,jit-fix,retro,first,1,0.584125995635986
p011,jit-fix,retro,first,1,0.621572971343994
p011,jit-fix,pre,second,1,0.436391115188599
p011,jit-fix,retro,second,1,0.477982044219971
p011,jit-fix,pre,first,1,0.565084934234619
p011,jit-fix,retro,first,1,0.66429615020752
p011,jit-fix,retro,first,1,0.780773878097534
p011,jit-fix,pre,second,1,0.486078023910522
p011,jit-fix,pre,second,1,0.709128856658936
p011,jit-fix,pre,second,1,0.495096921920776
p011,jit-fix,retro,first,1,0.477931022644043
p011,jit-fix,retro,first,1,0.617357969284058
p011,jit-fix,retro,first,1,0.483958959579468
p011,jit-fix,pre,first,1,0.499022006988525
p011,jit-fix,pre,second,1,0.65311598777771
p011,jit-fix,retro,first,1,0.564003944396973
p012,fix-jit,pre,second,1,0.586086988449097
p012,fix-jit,pre,second,0,1.34335589408875
p012,fix-jit,retro,second,1,0.405544996261597
p012,fix-jit,retro,second,1,0.44222092628479
p012,fix-jit,retro,second,1,0.512219905853271
p012,fix-jit,pre,first,1,0.499742984771729
p012,fix-jit,pre,second,1,0.456728935241699
p012,fix-jit,retro,second,1,0.474096059799194
p012,fix-jit,pre,first,1,0.553958892822266
p012,fix-jit,retro,first,1,0.417051076889038
p012,fix-jit,pre,first,1,0.388967990875244
p012,fix-jit,retro,first,1,0.879067897796631
p012,fix-jit,pre,first,1,0.43724513053894
p012,fix-jit,pre,second,1,0.586140155792236
p012,fix-jit,pre,second,1,0.534296989440918
p012,fix-jit,pre,second,0,0.529775857925415
p012,fix-jit,pre,first,1,0.449471950531006
p012,fix-jit,pre,first,0,1.60275101661682
p012,fix-jit,retro,second,1,0.489299058914185
p012,fix-jit,retro,second,1,0.994260787963867
p012,fix-jit,retro,first,1,0.514918088912964
p012,fix-jit,pre,second,1,2.62337684631348
p012,fix-jit,retro,first,0,0.497379064559937
p012,fix-jit,retro,first,0,1.84932017326355
p012,fix-jit,retro,first,1,0.457559108734131
p012,fix-jit,pre,second,1,0.428535938262939
p012,fix-jit,retro,second,0,0.379101991653442
p012,fix-jit,pre,first,1,0.510727882385254
p012,fix-jit,pre,first,1,2.48762798309326
p012,fix-jit,pre,first,1,0.577423095703125
p012,fix-jit,retro,second,1,0.577960014343262
p012,fix-jit,pre,first,1,0.396352052688599
p012,fix-jit,retro,first,0,2.94119811058044
p012,fix-jit,retro,first,1,0.484399080276489
p012,fix-jit,retro,second,1,0.390393972396851
p012,fix-jit,pre,first,0,0.477053880691528
p012,fix-jit,pre,first,1,0.499825954437256
p012,fix-jit,retro,first,1,0.461040019989014
p012,fix-jit,retro,first,0,0.496894836425781
p012,fix-jit,pre,second,1,0.550889015197754
p012,fix-jit,pre,second,1,3.14252805709839
p012,fix-jit,retro,second,1,0.563714981079102
p012,fix-jit,pre,first,0,4.96257281303406
p012,fix-jit,retro,first,1,0.353955984115601
p012,fix-jit,retro,second,1,0.517772912979126
p012,fix-jit,retro,first,0,0.362215042114258
p012,fix-jit,pre,second,1,0.444195985794067
p012,fix-jit,pre,second,1,1.9663770198822
p012,fix-jit,retro,second,1,0.388769149780273
p012,fix-jit,retro,first,0,0.424933910369873
p012,fix-jit,pre,second,1,0.539366960525513
p012,fix-jit,retro,second,1,1.74653577804565
p012,fix-jit,pre,first,1,1.09340405464172
p012,fix-jit,pre,second,1,0.544841051101685
p012,fix-jit,retro,first,0,0.891510009765625
p012,fix-jit,pre,second,0,0.500410079956055
p012,fix-jit,retro,first,0,0.528398990631104
p012,fix-jit,retro,second,1,0.399548053741455
p012,fix-jit,pre,first,1,0.453297138214111
p012,fix-jit,pre,first,1,1.5747230052948
p012,fix-jit,retro,second,1,0.323518037796021
p012,fix-jit,pre,second,1,0.448646783828735
p012,fix-jit,retro,second,1,0.338114023208618
p012,fix-jit,retro,first,1,0.480942010879517
p012,jit-fix,pre,first,1,0.467245817184448
p012,jit-fix,retro,second,1,0.347337007522583
p012,jit-fix,pre,first,0,0.399590969085693
p012,jit-fix,retro,second,1,0.435939073562622
p012,jit-fix,retro,first,1,0.414414882659912
p012,jit-fix,pre,first,1,0.477766990661621
p012,jit-fix,retro,first,1,0.5120849609375
p012,jit-fix,retro,second,0,0.550719022750854
p012,jit-fix,pre,second,1,0.534694910049438
p012,jit-fix,pre,first,0,0.761857986450195
p012,jit-fix,retro,second,1,0.533906221389771
p012,jit-fix,pre,second,1,0.373388051986694
p012,jit-fix,pre,second,1,0.602397203445435
p012,jit-fix,retro,first,1,0.371654987335205
p012,jit-fix,pre,first,1,0.607505083084106
p012,jit-fix,pre,second,1,0.402781963348389
p012,jit-fix,retro,first,1,0.436141014099121
p012,jit-fix,pre,second,1,0.535004138946533
p012,jit-fix,retro,second,1,1.6403660774231
p012,jit-fix,retro,first,1,0.361395120620728
p012,jit-fix,retro,second,0,0.489729881286621
p012,jit-fix,pre,first,0,0.584007024765015
p012,jit-fix,retro,second,1,0.850388050079346
p012,jit-fix,retro,first,0,1.17193603515625
p012,jit-fix,pre,second,1,0.362387895584106
p012,jit-fix,retro,second,0,0.519217014312744
p012,jit-fix,pre,second,0,0.827835083007812
p012,jit-fix,retro,first,1,3.01057004928589
p012,jit-fix,pre,second,0,3.1041100025177
p012,jit-fix,pre,first,0,0.354024171829224
p012,jit-fix,pre,second,1,0.428730010986328
p012,jit-fix,pre,first,1,0.348280906677246
p012,jit-fix,pre,second,0,0.468250036239624
p012,jit-fix,pre,second,1,1.11399698257446
p012,jit-fix,retro,first,1,0.353291988372803
p012,jit-fix,pre,first,1,0.377002954483032
p012,jit-fix,pre,second,1,0.380817890167236
p012,jit-fix,retro,first,1,0.464020013809204
p012,jit-fix,retro,first,1,2.78241991996765
p012,jit-fix,pre,first,0,0.876597881317139
p012,jit-fix,pre,second,1,0.551959991455078
p012,jit-fix,retro,first,1,0.473987102508545
p012,jit-fix,pre,second,1,0.434280872344971
p012,jit-fix,pre,first,1,0.346399068832397
p012,jit-fix,pre,second,1,0.528925180435181
p012,jit-fix,retro,second,1,0.537696123123169
p012,jit-fix,retro,second,1,0.520899057388306
p012,jit-fix,pre,first,1,0.52987003326416
p012,jit-fix,retro,first,1,0.354044914245605
p012,jit-fix,retro,first,1,0.349945068359375
p012,jit-fix,retro,second,1,0.355129957199097
p012,jit-fix,retro,first,0,0.712980985641479
p012,jit-fix,retro,second,1,0.490238189697266
p012,jit-fix,pre,first,1,0.372272968292236
p012,jit-fix,retro,second,1,0.458182096481323
p012,jit-fix,retro,second,1,0.632024049758911
p012,jit-fix,pre,first,1,0.342047929763794
p012,jit-fix,pre,second,1,0.409353971481323
p012,jit-fix,retro,first,1,0.517716884613037
p012,jit-fix,pre,first,1,0.512304067611694
p012,jit-fix,retro,second,1,0.324602127075195
p012,jit-fix,retro,second,0,0.522395133972168
p012,jit-fix,pre,first,1,0.506745100021362
p012,jit-fix,retro,first,1,0.380522012710571
p012,fix-fix,pre,first,1,1.01931095123291
p012,fix-fix,retro,second,0,0.509258985519409
p012,fix-fix,retro,first,1,0.342134952545166
p012,fix-fix,pre,second,1,0.377575874328613
p012,fix-fix,pre,first,1,0.338458061218262
p012,fix-fix,pre,first,1,0.614233016967773
p012,fix-fix,retro,second,1,0.340918064117432
p012,fix-fix,pre,second,1,0.419332981109619
p012,fix-fix,retro,first,1,0.493460178375244
p012,fix-fix,pre,second,1,0.368871927261353
p012,fix-fix,pre,second,1,0.363633871078491
p012,fix-fix,pre,first,0,0.77003812789917
p012,fix-fix,pre,second,0,0.377402067184448
p012,fix-fix,retro,second,0,0.379089117050171
p012,fix-fix,retro,first,1,0.477435111999512
p012,fix-fix,pre,second,0,0.363049030303955
p012,fix-fix,pre,first,0,0.518520832061768
p012,fix-fix,retro,first,1,0.360867023468018
p012,fix-fix,pre,first,1,0.454710960388184
p012,fix-fix,pre,first,0,0.503305196762085
p012,fix-fix,pre,second,1,0.558799982070923
p012,fix-fix,retro,first,0,0.522253036499023
p012,fix-fix,retro,first,0,0.392019987106323
p012,fix-fix,retro,first,1,0.361104011535645
p012,fix-fix,pre,first,1,0.508535146713257
p012,fix-fix,pre,second,1,0.409909963607788
p012,fix-fix,retro,first,1,0.409162044525146
p012,fix-fix,pre,first,1,0.358701944351196
p012,fix-fix,retro,second,1,0.449803829193115
p012,fix-fix,retro,second,1,0.368978023529053
p012,fix-fix,retro,second,1,2.2178111076355
p012,fix-fix,retro,second,1,0.53957200050354
p012,fix-fix,retro,second,0,0.367434024810791
p012,fix-fix,retro,first,1,0.582840919494629
p012,fix-fix,pre,second,1,0.288326978683472
p012,fix-fix,pre,first,1,0.484882831573486
p012,fix-fix,retro,first,0,0.40929913520813
p012,fix-fix,pre,second,1,0.490605115890503
p012,fix-fix,pre,second,1,0.543226003646851
p012,fix-fix,pre,second,1,0.398705959320068
p012,fix-fix,retro,second,1,0.590359926223755
p012,fix-fix,pre,first,1,0.459963083267212
p012,fix-fix,retro,second,1,0.369643926620483
p012,fix-fix,pre,second,1,0.52509593963623
p012,fix-fix,pre,first,1,0.439840793609619
p012,fix-fix,retro,second,1,0.432996988296509
p012,fix-fix,pre,second,1,0.644161939620972
p012,fix-fix,pre,first,1,0.449974060058594
p012,fix-fix,retro,first,1,0.368691921234131
p012,fix-fix,retro,second,1,0.67972207069397
p012,fix-fix,pre,second,1,0.549463033676147
p012,fix-fix,pre,first,1,0.531694889068604
p012,fix-fix,pre,second,1,1.30395698547363
p012,fix-fix,retro,first,0,0.398907899856567
p012,fix-fix,retro,second,1,0.449038982391357
p012,fix-fix,retro,first,1,0.424036026000977
p012,fix-fix,pre,first,1,0.429100036621094
p012,fix-fix,retro,second,1,0.384116172790527
p012,fix-fix,retro,first,1,0.401444911956787
p012,fix-fix,retro,second,1,1.1557879447937
p012,fix-fix,retro,first,1,0.397177934646606
p012,fix-fix,retro,first,1,0.428448915481567
p012,fix-fix,retro,second,1,0.349295139312744
p012,fix-fix,pre,first,1,0.383936882019043
p013,fix-fix,pre,first,1,0.682044982910156
p013,fix-fix,retro,first,1,0.512054920196533
p013,fix-fix,pre,second,1,0.470335960388184
p013,fix-fix,pre,first,1,0.710731029510498
p013,fix-fix,retro,second,1,0.481626033782959
p013,fix-fix,retro,second,0,0.412878036499023
p013,fix-fix,retro,second,1,16.8782250881195
p013,fix-fix,retro,first,1,0.570620775222778
p013,fix-fix,pre,first,1,0.510064840316772
p013,fix-fix,pre,second,0,0.982067108154297
p013,fix-fix,pre,second,1,1.30779504776001
p013,fix-fix,pre,first,1,0.388514995574951
p013,fix-fix,retro,first,1,0.509448051452637
p013,fix-fix,retro,first,1,0.4894118309021
p013,fix-fix,pre,first,1,1.2537100315094
p013,fix-fix,retro,second,1,10.8636338710785
p013,fix-fix,retro,first,0,2.31058120727539
p013,fix-fix,pre,first,0,0.941912174224854
p013,fix-fix,pre,second,1,0.531474113464355
p013,fix-fix,pre,second,1,0.800404787063599
p013,fix-fix,pre,second,1,0.599128007888794
p013,fix-fix,retro,second,1,0.571116924285889
p013,fix-fix,pre,second,0,0.461997985839844
p013,fix-fix,pre,second,1,0.652853012084961
p013,fix-fix,pre,first,1,1.04289102554321
p013,fix-fix,pre,second,1,0.528975963592529
p013,fix-fix,retro,second,1,0.621107816696167
p013,fix-fix,retro,second,1,0.468733072280884
p013,fix-fix,pre,first,1,0.392197132110596
p013,fix-fix,retro,first,1,0.621638059616089
p013,fix-fix,pre,first,1,0.920222043991089
p013,fix-fix,retro,second,1,1.96639084815979
p013,fix-fix,retro,second,1,3.50741505622864
p013,fix-fix,retro,second,1,0.45916485786438
p013,fix-fix,retro,second,1,0.674114942550659
p013,fix-fix,pre,second,1,0.799792051315308
p013,fix-fix,retro,first,1,0.469897031784058
p013,fix-fix,retro,first,1,0.509474992752075
p013,fix-fix,retro,first,1,0.502928972244263
p013,fix-fix,pre,second,1,0.484194993972778
p013,fix-fix,retro,second,1,0.539326906204224
p013,fix-fix,retro,second,0,2.30020308494568
p013,fix-fix,pre,first,1,0.479864120483398
p013,fix-fix,pre,second,1,0.480512142181396
p013,fix-fix,pre,second,1,0.573086023330688
p013,fix-fix,retro,second,1,0.48966121673584
p013,fix-fix,retro,first,1,0.490929841995239
p013,fix-fix,pre,first,1,0.59968900680542
p013,fix-fix,pre,first,1,0.47019100189209
p013,fix-fix,pre,second,1,0.472166061401367
p013,fix-fix,pre,second,1,1.1553521156311
p013,fix-fix,pre,first,1,0.50344181060791
p013,fix-fix,pre,first,1,0.770714998245239
p013,fix-fix,retro,first,1,0.454261064529419
